ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg)
0.5498,-0.1318,1.1133,0.3052,180.2979,-28.4424,1.5161,-19.2316,-63.1384
0.5454,-0.1328,1.1338,-2.6245,181.5186,-26.7944,1.5491,-18.3197,-63.2648
0.5601,-0.1343,1.1489,-4.5166,181.3965,-23.5596,1.5601,-17.4078,-63.3801
0.583,-0.1377,1.1626,-5.9814,180.6641,-16.3574,1.5601,-16.5015,-63.457
0.5874,-0.1323,1.1763,-8.728,178.5889,-8.728,1.5271,-15.6006,-63.4955
0.5752,-0.123,1.2007,-11.5967,175.6592,-5.6152,1.4777,-14.7162,-63.5065
0.5571,-0.1235,1.2314,-14.2822,173.3398,-4.3945,1.4117,-13.8428,-63.5229
0.5459,-0.1162,1.2549,-16.8457,171.7529,-5.3711,1.3348,-12.9803,-63.5284
0.5527,-0.1177,1.2686,-19.165,170.8374,-5.6763,1.2415,-12.1234,-63.5394
0.5776,-0.1309,1.2656,-21.4233,169.9829,-3.418,1.1371,-11.2665,-63.5449
0.6001,-0.1382,1.2466,-23.6206,169.3726,0.9766,1.0272,-10.4205,-63.5449
0.5996,-0.1421,1.1973,-24.7192,167.4805,5.4932,0.8954,-9.5801,-63.512
0.5845,-0.1377,1.1602,-23.8037,164.917,7.6294,0.7635,-8.7451,-63.468
0.5771,-0.1343,1.1313,-22.0337,162.4146,8.2397,0.6427,-7.9266,-63.4186
0.5737,-0.1318,1.1206,-19.7144,158.6304,10.6812,0.5328,-7.1246,-63.3746
0.5557,-0.1274,1.1343,-18.2495,153.3813,14.5874,0.4285,-6.3501,-63.3032
0.4961,-0.1235,1.1641,-19.9585,147.3999,14.5874,0.3241,-5.603,-63.2208
0.439,-0.0991,1.189,-25.0244,142.8223,6.8359,0.2032,-4.8779,-63.1659
0.4155,-0.0703,1.1841,-27.3438,139.5874,-3.1738,0.0714,-4.1748,-63.1769
0.4292,-0.0684,1.1523,-25.5127,135.8643,-7.3242,-0.0549,-3.4827,-63.2043
0.4526,-0.0776,1.1294,-21.9116,131.0425,-6.1035,-0.1758,-2.818,-63.2428
0.4502,-0.0869,1.1274,-21.7896,126.9531,-4.5166,-0.2802,-2.1753,-63.2758
0.4312,-0.0889,1.1221,-23.5596,122.9248,-3.418,-0.3955,-1.5491,-63.3087
0.3896,-0.0835,1.1006,-25.2686,118.042,-4.3945,-0.5164,-0.9503,-63.3362
0.3486,-0.083,1.0786,-26.123,113.4033,-7.5684,-0.6482,-0.3735,-63.3746
0.313,-0.0942,1.0566,-26.062,108.3374,-10.9253,-0.78,0.1703,-63.4296
0.2905,-0.0996,1.0381,-26.7334,103.1494,-14.5264,-0.9119,0.6976,-63.512
0.2793,-0.0806,1.019,-27.8931,98.3276,-20.2637,-1.0492,1.1975,-63.6108
0.2876,-0.0625,0.9937,-28.7476,94.1162,-26.8555,-1.203,1.6699,-63.7427
0.3169,-0.0693,0.9688,-28.3813,89.9048,-30.3955,-1.3513,2.1259,-63.902
0.3452,-0.084,0.9487,-27.5879,84.5947,-30.3345,-1.4941,2.5598,-64.0778
0.3643,-0.083,0.9365,-27.0386,79.1626,-30.9448,-1.637,2.9608,-64.2426
0.3579,-0.0732,0.9282,-26.6724,73.9136,-34.668,-1.7908,3.3344,-64.4238
0.332,-0.0815,0.9282,-26.7944,69.2139,-39.7949,-1.9336,3.6859,-64.6216
0.3203,-0.0879,0.9204,-27.771,63.7817,-44.3115,-2.0874,4.01,-64.8633
0.3257,-0.0811,0.9043,-27.4658,58.3496,-48.1567,-2.2412,4.3011,-65.1105
0.3379,-0.0664,0.8882,-26.123,54.1992,-51.5137,-2.4005,4.5703,-65.3741
0.3418,-0.063,0.8784,-23.8647,49.9268,-54.0771,-2.5488,4.8175,-65.6543
0.3418,-0.0752,0.8862,-22.9492,45.2271,-53.894,-2.6862,5.0372,-65.9454
0.3296,-0.0776,0.8921,-24.1699,40.1001,-53.4668,-2.829,5.235,-66.2256
0.3232,-0.062,0.8721,-26.2451,35.0952,-56.2744,-2.9883,5.4053,-66.5167
0.3374,-0.0728,0.8389,-26.6113,30.0903,-58.2886,-3.1476,5.5536,-66.8134
0.3545,-0.1089,0.8159,-25.5737,24.7192,-56.1523,-3.3069,5.6689,-67.121
0.3613,-0.1299,0.811,-24.8413,17.9443,-49.6216,-3.4607,5.7568,-67.3901
0.3418,-0.126,0.8091,-25.0244,12.5122,-45.7153,-3.6145,5.8118,-67.6373
0.313,-0.1226,0.8013,-25.5127,7.9956,-45.7764,-3.7628,5.8502,-67.868
0.292,-0.1265,0.7837,-25.5127,4.3335,-48.0347,-3.9166,5.8612,-68.1207
0.2905,-0.1353,0.7622,-23.8037,-0.061,-48.8892,-4.0649,5.8557,-68.3624
0.3091,-0.145,0.749,-20.6299,-5.6152,-44.7388,-4.2023,5.8173,-68.6041
0.3003,-0.1465,0.7539,-18.6768,-11.9019,-38.3301,-4.3176,5.7568,-68.8019
0.2622,-0.1416,0.7681,-21.2402,-17.2729,-36.6211,-4.433,5.6635,-68.9941
0.2256,-0.1514,0.7637,-25.9399,-21.9116,-39.978,-4.5703,5.5481,-69.1809
0.21,-0.1621,0.7383,-26.8555,-26.8555,-43.0298,-4.7296,5.4053,-69.3842
0.2144,-0.1499,0.7261,-23.2544,-32.7148,-41.9922,-4.8724,5.235,-69.5874
0.2188,-0.1206,0.752,-19.3481,-39.4287,-37.1704,-4.9933,5.0372,-69.7797
0.21,-0.0791,0.7969,-19.4092,-46.0205,-34.2407,-5.1031,4.8065,-69.939
0.1992,-0.0415,0.8208,-22.7051,-51.8188,-35.0952,-5.224,4.5374,-70.0928
0.1831,-0.0303,0.8081,-26.001,-57.312,-38.269,-5.3613,4.2462,-70.2521
0.1704,-0.0249,0.7754,-28.1372,-62.3779,-43.7012,-5.5096,3.9276,-70.4388
0.1763,-0.0103,0.7397,-28.6255,-67.3218,-49.7437,-5.6635,3.576,-70.6476
0.2031,0.019,0.7158,-28.1372,-72.1436,-54.0161,-5.8282,3.197,-70.8783
0.2324,0.0503,0.7026,-28.4424,-76.6602,-56.8237,-5.9821,2.796,-71.1145
0.251,0.0801,0.6938,-30.0293,-81.2378,-60.1196,-6.1359,2.3676,-71.3782
0.2378,0.1143,0.6846,-31.7383,-85.8154,-64.8804,-6.3007,1.9171,-71.6473
0.1929,0.1777,0.6807,-32.5928,-89.4165,-73.9746,-6.4764,1.4337,-71.9495
0.1641,0.2583,0.6743,-29.7241,-92.041,-83.8623,-6.6412,0.9338,-72.2955
0.2388,0.2163,0.8013,8.1787,-77.9419,-86.1816,-6.7181,0.4504,-72.6855
0.937,-0.1265,1.1807,73.6694,-67.9321,-28.8086,-6.4325,0.0934,-72.9712
1.5337,-0.5591,1.2056,7.2632,-91.4917,153.8086,-6.2402,-0.2856,-72.5702
1.7734,-1.0918,1.2031,-105.957,-102.9053,246.6431,-6.5533,-0.6537,-71.3452
1.5513,-0.5566,0.707,-121.7041,-47.6685,24.9634,-7.2015,-0.9613,-70.686
2.6875,-0.0977,0.5088,0.1831,37.7197,-8.4839,-7.4872,-0.9338,-70.8618
3.5669,-0.3862,0.6304,183.7158,-21.1792,331.543,-6.9269,-0.7635,-69.928
1.9287,-0.6187,2.0767,119.2627,-94.8486,468.5059,-6.1139,-0.8679,-67.7142
-0.2134,-0.2441,2.9263,-36.1938,-121.7651,434.6924,-6.0535,-1.192,-65.3906
-2.249,1.4556,2.3784,-105.4688,-112.4268,265.1367,-6.5204,-1.604,-63.6163
-3.1768,2.0439,1.8945,-81.2988,-62.0117,134.6436,-7.0477,-1.9226,-62.6935
-3.0381,1.3652,1.6318,-4.2725,-46.7529,104.187,-7.24,-2.0929,-62.1057
-2.3936,0.5869,1.6758,16.2964,-59.8755,91.3086,-7.1851,-2.3016,-61.5948
-1.5332,0.1753,1.8423,-20.5688,-65.8569,42.2974,-7.2235,-2.5763,-61.2433
-0.4663,0.0464,1.7876,-37.9639,-78.9795,28.3203,-7.4048,-2.9279,-61.0565
0.5522,0.1167,1.6743,-37.9028,-95.3979,63.0493,-7.608,-3.3344,-60.7599
1.0171,0.207,1.6133,-48.584,-104.9805,91.4307,-7.8552,-3.7848,-60.293
0.7144,0.1831,1.4985,-59.9976,-102.7222,91.1255,-8.1738,-4.2352,-59.7601
0.1714,0.1045,1.2832,-61.0352,-92.7124,70.8008,-8.5199,-4.6637,-59.2877
-0.1753,-0.0415,1.0532,-53.5278,-77.0264,35.5835,-8.833,-5.0372,-58.9746
-0.2593,-0.3833,0.9336,-46.4478,-63.4155,12.9395,-9.0912,-5.3613,-58.8373
-0.2759,-0.8877,0.998,-49.9268,-50.5981,23.4985,-9.3384,-5.625,-58.7109
-0.4707,-1.2759,1.1616,-40.5884,-36.7432,52.3682,-9.6075,-5.8063,-58.4692
-0.9238,-1.1646,1.4297,5.8594,-24.4141,56.6406,-9.7119,-5.8997,-58.1561
-1.5562,-0.3188,1.8555,68.8477,-28.7476,-1.1597,-9.5032,-5.993,-58.0133
-1.5132,0.3887,2.2798,73.6694,-56.2134,-58.3496,-9.1022,-6.2402,-58.1616
-0.7847,0.7109,2.4727,21.3013,-84.3506,-65.0024,-8.8495,-6.6632,-58.4363
0.2183,0.7544,2.313,-51.3306,-100.9521,-26.062,-8.9374,-7.1631,-58.5791
1.1382,0.5615,1.8765,-105.3467,-121.6431,19.2871,-9.3878,-7.7179,-58.4912
1.5015,0.1284,1.3706,-112.3047,-134.1553,33.2642,-9.9921,-8.3386,-58.2275
1.1973,-0.4941,1.0249,-69.0308,-117.9199,37.4146,-10.4865,-8.9319,-57.9364
0.6631,-0.7666,0.7847,-11.7798,-97.9004,53.7109,-10.7062,-9.4098,-57.6013
0.1782,-0.4351,0.7344,13.5498,-83.8623,44.8608,-10.7281,-9.7998,-57.2717
-0.0508,0.0508,0.8052,1.9531,-67.688,0.7935,-10.7117,-10.1459,-57.1014
0.0483,0.1187,0.8154,-16.4795,-53.4668,-38.3301,-10.7556,-10.459,-57.1674
0.332,-0.1626,0.7578,-21.7896,-46.875,-41.1987,-10.827,-10.7391,-57.3376
0.5469,-0.4287,0.7085,-14.0991,-43.2739,-14.7705,-10.8984,-10.9863,-57.4365
0.5791,-0.479,0.7095,-2.6245,-39.0015,10.1929,-10.9424,-11.1841,-57.3926
0.5034,-0.3662,0.7788,6.1035,-32.1045,15.9302,-10.9534,-11.3489,-57.2717
0.4004,-0.2651,0.8799,8.4229,-21.7896,8.4229,-10.9259,-11.4642,-57.1893
0.3267,-0.2534,0.9487,5.3101,-11.1084,-0.4272,-10.8984,-11.5356,-57.1729
0.3145,-0.2813,0.9629,4.6387,-3.1128,-4.5166,-10.871,-11.5686,-57.1838
0.3379,-0.3057,0.958,9.6436,0.7935,-1.8311,-10.838,-11.5796,-57.1948
0.3618,-0.2944,0.9771,14.2822,2.2583,5.6763,-10.7776,-11.5686,-57.1838
0.3613,-0.2632,1.0039,13.4888,2.5635,11.4746,-10.7117,-11.5466,-57.1509
0.3433,-0.2549,1.0132,10.6812,2.5024,12.8174,-10.6622,-11.5192,-57.0905
0.3218,-0.2705,1.0005,9.9487,2.2583,12.3291,-10.6293,-11.5027,-57.0245
0.2974,-0.2769,0.9746,11.7798,1.6479,11.1084,-10.5853,-11.4807,-56.9696
0.272,-0.2329,0.9648,16.4185,2.0142,7.9346,-10.5194,-11.4642,-56.9366
0.248,-0.1772,0.9814,18.5547,2.8687,4.5776,-10.437,-11.4478,-56.9092
0.2202,-0.1392,1.0073,17.2729,3.9063,1.3428,-10.3546,-11.4313,-56.8872
0.1987,-0.127,1.022,14.7095,4.8828,-2.1362,-10.2722,-11.4093,-56.8982
0.1855,-0.1372,1.0195,12.6953,5.7983,-5.4321,-10.1953,-11.3873,-56.9366
0.1855,-0.1504,1.0083,12.3291,6.4087,-7.0801,-10.1294,-11.3599,-56.9751
0.1978,-0.1606,0.998,12.4512,6.1035,-7.5073,-10.0635,-11.3434,-57.0135
0.2188,-0.1655,1,11.8408,5.6763,-6.2866,-9.9921,-11.3159,-57.052
0.2339,-0.1631,1.001,10.3149,5.4321,-4.6997,-9.9261,-11.2939,-57.0959
0.2383,-0.1646,0.9971,8.7891,5.7983,-3.9063,-9.8767,-11.272,-57.1234
0.2339,-0.1724,0.9897,7.3853,6.5918,-3.8452,-9.8328,-11.25,-57.1399
0.2188,-0.1475,0.9922,2.6855,8.667,-7.9346,-9.7998,-11.2115,-57.1783
0.1909,-0.165,0.9692,1.0376,9.2163,-9.6436,-9.7833,-11.1786,-57.2443
0.186,-0.2295,0.9165,5.4321,8.7891,-4.1504,-9.7559,-11.1346,-57.2882
0.1763,-0.2275,0.8975,8.5449,7.8735,-1.5259,-9.7229,-11.1017,-57.2992
0.1733,-0.2251,0.8936,11.1084,7.9956,-0.9766,-9.668,-11.0632,-57.3102
0.1567,-0.1934,0.9141,10.498,9.0942,-5.249,-9.6075,-11.0248,-57.3486
0.1445,-0.1748,0.9258,8.3008,10.0098,-10.437,-9.5471,-10.9808,-57.3981
0.146,-0.1812,0.9277,7.6904,10.0098,-12.207,-9.5032,-10.9479,-57.4585
0.1479,-0.1904,0.9292,8.3618,9.2163,-11.5356,-9.4482,-10.9094,-57.5299
0.1401,-0.1836,0.936,8.4839,8.0566,-11.5356,-9.3933,-10.8765,-57.6068
0.1289,-0.1733,0.9458,7.5684,6.958,-13.1226,-9.3384,-10.849,-57.6727
0.1221,-0.1738,0.9546,6.5918,5.9814,-15.0146,-9.2944,-10.8325,-57.7441
0.1216,-0.1748,0.9536,5.188,4.6387,-16.9067,-9.245,-10.8215,-57.832
0.1255,-0.1748,0.9463,4.1504,3.479,-17.8833,-9.2065,-10.816,-57.9309
0.1294,-0.1719,0.9355,3.7842,2.0142,-18.4326,-9.1681,-10.816,-58.0298
0.1294,-0.1689,0.9312,4.1504,0.9766,-18.3716,-9.1351,-10.827,-58.1177
0.1274,-0.1641,0.9331,4.0283,0.1221,-18.0664,-9.0967,-10.8435,-58.2056
0.1328,-0.1572,0.938,3.3569,-0.7935,-17.9443,-9.0582,-10.8545,-58.3099
0.1475,-0.1572,0.9424,2.9297,-2.0752,-17.2119,-9.0253,-10.8765,-58.3978
0.1616,-0.1694,0.9502,2.6245,-3.479,-14.5874,-8.9978,-10.9094,-58.4692
0.1646,-0.1782,0.9556,1.709,-4.8828,-11.7188,-8.9758,-10.9424,-58.5297
0.1606,-0.1729,0.9541,0.6104,-6.2256,-9.4604,-8.9594,-10.9753,-58.5901
0.1611,-0.1675,0.9487,0.2441,-7.8735,-7.4463,-8.9539,-11.0193,-58.623
0.1602,-0.1729,0.9507,0.3662,-10.1318,-4.8828,-8.9484,-11.0742,-58.6395
0.1479,-0.1797,0.9629,0.3052,-12.6343,-1.709,-8.9429,-11.1346,-58.6505
0.1255,-0.1748,0.981,-0.2441,-15.1367,1.8311,-8.9484,-11.2006,-58.645
0.0938,-0.1592,0.9956,-1.4648,-18.0054,3.7231,-8.9539,-11.283,-58.6176
0.0635,-0.1519,1.0044,-3.0518,-20.9351,2.6855,-8.9813,-11.3818,-58.5791
0.0479,-0.1558,1.0039,-4.8218,-23.8647,0.3052,-9.0033,-11.4917,-58.5571
0.0557,-0.1606,0.9956,-6.4087,-27.2217,-1.4648,-9.0363,-11.618,-58.5516
0.0791,-0.1558,0.9829,-7.1411,-31.0669,-2.8687,-9.0692,-11.7664,-58.5406
0.1099,-0.147,0.9766,-7.5684,-34.5459,-3.3569,-9.1132,-11.9366,-58.5242
0.1304,-0.1416,0.979,-8.3008,-37.5977,-2.7466,-9.1571,-12.1179,-58.5077
0.1289,-0.1323,0.9834,-9.9487,-40.0391,-3.1128,-9.2065,-12.3157,-58.5022
0.1265,-0.1255,0.9873,-10.9253,-41.9312,-4.6387,-9.2615,-12.5189,-58.4912
0.1416,-0.1289,0.9741,-9.5215,-44.2505,-5.6763,-9.3164,-12.7441,-58.4747
0.167,-0.127,1.0073,-10.9863,-46.0815,-7.4463,-9.3658,-12.9694,-58.4747
0.1821,-0.1475,1.0117,-12.7563,-48.645,-6.2256,-9.4263,-13.2111,-58.4802
0.1787,-0.1465,1.022,-15.0146,-50.415,-5.6763,-9.4977,-13.4637,-58.4692
0.1602,-0.1353,1.0259,-16.9678,-51.8799,-6.5918,-9.5911,-13.7219,-58.4473
0.1455,-0.1436,0.9839,-14.4043,-54.7485,-5.5542,-9.668,-13.9911,-58.4308
0.1299,-0.1177,1.0122,-17.0898,-55.1758,-8.1177,-9.7504,-14.2712,-58.4308
0.1577,-0.145,0.9814,-18.9819,-57.6782,-8.8501,-9.8438,-14.5569,-58.4253
0.2095,-0.1831,0.9629,-20.2026,-59.5703,-10.3149,-9.9426,-14.859,-58.4198
0.2529,-0.2158,0.9443,-20.9351,-61.7065,-12.7563,-10.047,-15.1666,-58.4253
0.2788,-0.2534,0.9331,-20.3247,-62.9272,-12.8784,-10.1459,-15.4852,-58.4473
0.2627,-0.2598,0.9497,-21.0571,-63.2935,-11.2305,-10.2448,-15.8093,-58.4473
0.2085,-0.2236,0.9648,-22.3999,-63.7817,-11.0474,-10.3601,-16.1334,-58.4418
0.1582,-0.1807,0.9678,-21.6675,-64.4531,-12.6953,-10.47,-16.4575,-58.4418
0.1152,-0.1362,0.9741,-22.0947,-66.1011,-19.3481,-10.5743,-16.7981,-58.4747
0.1387,-0.1597,0.9956,-23.3765,-67.0776,-24.231,-10.6677,-17.1442,-58.5297
0.2104,-0.2065,1.0117,-25.5737,-70.0684,-25.5737,-10.7776,-17.5067,-58.5846
0.2739,-0.2246,1.0259,-26.5503,-73.6694,-25.5127,-10.8929,-17.8857,-58.645
0.3076,-0.2388,1.0571,-25.0244,-76.6602,-21.0571,-11.0028,-18.2813,-58.7
0.2476,-0.2134,1.0786,-24.1089,-80.9937,-13.6719,-11.1237,-18.6877,-58.7109
0.1011,-0.1357,1.0938,-26.9775,-81.1157,-9.7046,-11.2665,-19.0997,-58.6725
-0.0361,-0.0693,0.9844,-34.729,-79.6509,-15.0757,-11.4258,-19.5007,-58.656
-0.0049,-0.0669,0.8027,-41.9922,-80.1392,-34.79,-11.6071,-19.9182,-58.7164
0.2754,-0.1597,0.6802,-44.4946,-81.8481,-55.7251,-11.7664,-20.3632,-58.8812
0.665,-0.3252,0.6021,-40.7715,-82.0923,-54.4434,-11.9147,-20.8301,-59.0845
0.7798,-0.396,0.5547,-35.1563,-79.834,-38.5132,-12.0465,-21.2695,-59.2328
0.7261,-0.4033,0.5117,-27.6489,-76.6602,-23.6206,-12.1729,-21.6815,-59.3097
0.6201,-0.3804,0.5581,-17.6392,-70.1294,-16.1133,-12.2772,-22.0605,-59.3262
0.5332,-0.3833,0.644,-8.606,-63.5986,-9.2773,-12.3486,-22.4011,-59.3097
0.4478,-0.3779,0.7188,-5.0049,-57.9224,-2.9297,-12.3926,-22.6978,-59.2657
0.3696,-0.3354,0.7896,-5.0049,-55.1147,-2.3193,-12.4365,-22.9724,-59.2218
0.2969,-0.2607,0.8232,-15.5029,-57.8003,-11.2305,-12.4969,-23.2581,-59.1943
0.29,-0.2695,0.9004,-19.4092,-59.021,-20.2026,-12.5903,-23.5657,-59.2108
0.3638,-0.3643,0.9829,-15.7471,-61.8286,-16.1743,-12.6617,-23.8788,-59.2383
0.3652,-0.3677,1.0991,-12.0239,-65.7349,-7.8125,-12.7386,-24.2084,-59.2383
0.2656,-0.3052,1.1504,-9.2163,-70.5566,-2.8076,-12.8101,-24.5435,-59.1724
0.1519,-0.2314,1.1748,-11.9019,-76.4771,-8.2397,-12.8925,-24.917,-59.1064
0.1226,-0.1997,1.2041,-16.7236,-81.7871,-19.7754,-12.9749,-25.318,-59.09
0.1782,-0.1914,1.2114,-18.3716,-89.1724,-26.6724,-13.0518,-25.7684,-59.1284
0.2192,-0.1733,1.1494,-18.3716,-95.1538,-26.062,-13.1287,-26.2463,-59.1559
0.249,-0.1841,1.0195,-15.0757,-100.8301,-22.8271,-13.2166,-26.7572,-59.1559
0.3057,-0.2153,0.9087,-10.1318,-106.3232,-21.4233,-13.2825,-27.29,-59.1394
0.396,-0.2007,0.8662,-9.5825,-107.2388,-24.353,-13.3319,-27.8394,-59.1339
0.4858,-0.1768,0.8008,-12.8174,-109.314,-28.6255,-13.3868,-28.3942,-59.1449
0.564,-0.2109,0.7368,-11.2915,-110.1685,-26.6724,-13.4473,-28.9655,-59.1449
0.5825,-0.2368,0.686,-8.667,-108.5205,-22.7051,-13.5022,-29.5258,-59.1394
0.5864,-0.2402,0.645,-5.4932,-105.4077,-21.2402,-13.5461,-30.0696,-59.1284
0.6357,-0.2686,0.6328,0.1221,-103.8818,-10.437,-13.5791,-30.5969,-59.079
0.6509,-0.2646,0.6895,5.127,-102.1118,-1.9531,-13.6285,-31.1023,-58.9581
0.6128,-0.2295,0.7529,7.5684,-100.2808,0.3052,-13.6615,-31.5912,-58.8208
0.564,-0.2051,0.8491,4.5166,-99.0601,-4.2725,-13.6945,-32.0801,-58.7
0.5308,-0.209,0.9702,0.1221,-98.7549,-10.498,-13.7384,-32.569,-58.6121
0.5063,-0.231,1.0947,-1.4038,-99.9146,-14.0381,-13.7823,-33.0688,-58.5406
0.4595,-0.2485,1.1997,1.2207,-102.6611,-15.0757,-13.8098,-33.5797,-58.4802
0.3911,-0.2295,1.3003,-1.4038,-108.4595,-19.5923,-13.8373,-34.1125,-58.4418
0.3525,-0.2095,1.4033,-4.4556,-117.2485,-26.3062,-13.8702,-34.6948,-58.4198
0.3735,-0.2212,1.5483,-3.7842,-127.5635,-27.5879,-13.9087,-35.3265,-58.3868
0.3389,-0.1577,1.7217,-6.0425,-137.5732,-31.4941,-13.9417,-36.0077,-58.3649
0.2905,-0.1216,1.7866,-9.8267,-149.0479,-34.4238,-13.9911,-36.7493,-58.3649
0.2603,-0.1255,1.8042,-10.376,-162.3535,-36.0107,-14.0515,-37.5568,-58.3429
0.2813,-0.1187,1.8428,-8.3618,-176.9409,-35.8887,-14.1339,-38.4302,-58.288
0.2583,-0.0386,1.9272,-11.9019,-190.4907,-42.1753,-14.2108,-39.375,-58.244
0.2554,0.0088,1.9443,-15.564,-203.125,-48.1567,-14.2987,-40.3912,-58.2275
0.2554,0.0117,1.9233,-18.2495,-215.9424,-50.7202,-14.3976,-41.4734,-58.2056
0.2646,0.0654,1.9072,-19.9585,-226.0132,-52.6123,-14.5239,-42.616,-58.1616
0.2876,0.0737,1.856,-18.5547,-234.9243,-48.5229,-14.6613,-43.797,-58.0957
0.3149,0.1025,1.7969,-17.8833,-240.3564,-44.9219,-14.8315,-45.011,-57.9913
0.3057,0.1792,1.7422,-24.9634,-243.9575,-49.1333,-15.0183,-46.2415,-57.876
0.3423,0.0728,1.5708,-24.7803,-246.9482,-40.4053,-15.26,-47.4829,-57.7112
0.373,-0.0332,1.3716,-18.2495,-248.9624,-20.813,-15.5786,-48.7189,-57.431
0.3608,-0.0552,1.2373,-16.1133,-246.3379,-7.1411,-15.9851,-49.9274,-57.0081
0.3481,-0.0728,1.0371,-18.7988,-242.5537,-7.4463,-16.4465,-51.1084,-56.5247
0.3735,-0.1533,0.9121,-19.043,-238.8916,-9.8267,-16.9244,-52.2675,-56.0248
0.4409,-0.2119,0.811,-18.1274,-235.2905,-11.2915,-17.4133,-53.4155,-55.5304
0.5117,-0.2163,0.7319,-20.874,-230.2246,-14.9536,-17.9022,-54.5416,-55.0525
0.5776,-0.2197,0.6611,-27.71,-224.3652,-17.5781,-18.4186,-55.6458,-54.5746
0.6152,-0.2129,0.5898,-33.8135,-214.5996,-16.6016,-18.9789,-56.7059,-54.0802
0.6064,-0.1792,0.5181,-34.9121,-200.1343,-9.2773,-19.5886,-57.7002,-53.5638
0.5532,-0.1138,0.458,-26.5503,-177.6123,1.77,-20.2313,-58.5846,-52.9926
0.5527,-0.0264,0.3423,-24.1699,-150.0244,-0.4272,-20.8356,-59.3317,-52.4268
0.7329,-0.0273,0.1045,-30.4565,-128.54,-16.0522,-21.3135,-59.9854,-52.0313
1.0049,-0.272,-0.084,-23.3154,-112.1216,13.1836,-21.8024,-60.5402,-51.6248
1.0596,-0.4214,-0.2388,4.9438,-101.9287,79.2236,-22.6263,-60.9357,-50.7349
0.8511,-0.2622,-0.2539,30.3955,-89.5996,136.7188,-23.8184,-61.1389,-49.2517
0.3984,-0.0103,-0.1694,38.8184,-70.6787,164.3066,-25.2191,-61.1719,-47.4335
-0.207,0.207,-0.0967,23.0103,-43.8232,158.2031,-26.6089,-61.062,-45.6647
-0.7744,0.2876,-0.1704,-8.9111,-11.4136,127.0142,-27.8174,-60.8478,-44.2694
-1.168,0.1372,-0.4331,-30.0293,16.3574,90.4541,-28.7292,-60.5786,-43.3575
-1.3379,-0.1265,-0.7642,-22.0947,36.0107,53.833,-29.2786,-60.2765,-42.8851
-1.2817,-0.2725,-0.9595,17.395,48.584,5.188,-29.2896,-60.0238,-42.8741
-0.9639,-0.1694,-0.8589,67.9932,66.1621,-49.9878,-28.5864,-59.837,-43.4125
-0.479,0.0269,-0.5723,100.647,91.8579,-87.6465,-27.2461,-59.6558,-44.4507
-0.0786,0.0845,-0.2715,110.5347,119.3848,-93.5669,-25.5817,-59.3701,-45.7526
0.0215,0.001,-0.0732,104.5532,140.4419,-76.416,-23.9337,-58.9471,-47.0435
-0.2207,-0.0923,0.0635,94.6045,157.959,-58.5327,-22.467,-58.3759,-48.197
-0.4785,-0.0479,0.1211,90.7593,169.7388,-65.3076,-21.0608,-57.7222,-49.3121
-0.5962,0.0503,0.1743,88.9893,179.9316,-87.5854,-19.5667,-57.03,-50.5591
-0.5137,0.061,0.2363,91.7969,189.8804,-109.1309,-17.9297,-56.3104,-51.9763
-0.2959,0,0.3125,94.9707,197.4487,-119.2017,-16.2103,-55.5524,-53.4924
-0.042,-0.0571,0.4141,92.4683,204.4067,-118.3472,-14.5294,-54.7339,-54.9701
0.1587,-0.1011,0.5195,85.8765,212.2192,-111.9995,-12.9694,-53.855,-56.3544
0.2578,-0.1465,0.5723,87.0361,220.1538,-106.9336,-11.5137,-52.9102,-57.6343
0.272,-0.1748,0.6074,93.811,226.4404,-104.6143,-10.1129,-51.9049,-58.8373
0.2266,-0.1597,0.6992,93.0786,231.0181,-104.8584,-8.7561,-50.8612,-59.9689
0.187,-0.1455,0.8154,82.2144,235.2295,-104.3091,-7.5037,-49.7736,-61.0455
0.1455,-0.1309,0.9014,70.6177,238.7695,-105.957,-6.3556,-48.6584,-62.0673
0.1245,-0.124,0.9233,65.0024,241.4551,-109.314,-5.2844,-47.5159,-63.067
0.1201,-0.1118,0.9434,60.6689,243.4082,-113.9526,-4.2627,-46.3513,-64.0338
0.1416,-0.1011,0.9819,53.3447,245.3003,-117.4316,-3.3069,-45.1648,-64.9896
0.1846,-0.0972,1.0156,44.0063,247.4976,-118.042,-2.4225,-43.9618,-65.9015
0.2275,-0.0962,1.0371,35.2173,248.4741,-117.2485,-1.637,-42.7368,-66.7859
0.2607,-0.1045,1.0464,32.7759,248.291,-118.8965,-0.9064,-41.5118,-67.6154
0.313,-0.0884,1.0732,30.5176,247.6196,-121.0327,-0.2252,-40.2704,-68.4393
0.3604,-0.0801,1.1055,29.9683,244.873,-123.7183,0.4285,-39.0344,-69.2303
0.3994,-0.0771,1.1563,27.4048,240.8447,-125,1.0547,-37.8149,-70.0214
0.4443,-0.0654,1.2295,18.5547,237.4268,-124.1455,1.626,-36.6064,-70.7684
0.4907,-0.0376,1.2964,4.7607,235.5957,-122.7417,2.0929,-35.3979,-71.4935
0.5313,-0.0215,1.3169,-5.6763,233.5815,-124.6338,2.4774,-34.2004,-72.1857
0.5767,-0.0317,1.3101,-11.5356,231.2622,-129.6387,2.8235,-33.0139,-72.8998
