ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg)
0.6206,-0.0542,1.3018,-15.625,229.3091,-131.2866,3.1311,-31.8274,-73.6084
0.6772,-0.0747,1.3018,-21.1182,227.7832,-128.6621,3.3838,-30.6464,-74.3005
0.7393,-0.0938,1.3018,-28.8086,226.1353,-121.1548,3.576,-29.4763,-74.9377
0.8027,-0.1147,1.3022,-37.4756,224.4873,-109.6802,3.6859,-28.3118,-75.52
0.8574,-0.0732,1.2842,-45.3491,222.1069,-100.3418,3.7079,-27.1637,-76.0254
0.9092,0.0215,1.2603,-48.4009,221.3745,-94.7266,3.6749,-26.0211,-76.4923
0.9458,0.0571,1.2437,-47.9126,222.7173,-86.792,3.6145,-24.884,-76.9153
0.9609,0.0073,1.23,-49.6216,222.9614,-72.2046,3.5211,-23.7469,-77.2833
0.9541,-0.0459,1.2236,-54.9927,221.5576,-55.6641,3.3618,-22.6208,-77.547
0.9409,-0.0586,1.2217,-59.3262,220.3369,-40.9546,3.1366,-21.5002,-77.7393
0.9224,-0.0483,1.2314,-58.0444,221.4355,-29.6631,2.8839,-20.3851,-77.8601
0.9077,-0.0474,1.2358,-56.3354,220.0928,-19.5313,2.6257,-19.2755,-77.9425
0.9053,-0.0845,1.2671,-56.0913,218.8721,-6.2256,2.3511,-18.1769,-77.9535
0.9092,-0.0962,1.2998,-59.1431,217.8345,9.2163,2.038,-17.0837,-77.8986
0.9092,-0.0713,1.3223,-61.8896,216.6138,21.7896,1.6974,-16.0016,-77.7722
0.9014,-0.0425,1.3403,-62.0117,215.9424,29.7241,1.3458,-14.9194,-77.6184
0.8887,-0.0464,1.3521,-63.2935,215.3931,35.9497,0.9833,-13.8483,-77.4207
0.8813,-0.0786,1.354,-66.5283,214.2944,41.5649,0.6042,-12.7716,-77.2064
0.8848,-0.0962,1.3398,-70.6177,212.3413,46.1426,0.2087,-11.7059,-76.9757
0.874,-0.0894,1.3247,-71.2891,208.0078,47.4243,-0.1923,-10.6567,-76.745
0.9097,-0.0747,1.3105,-67.627,202.6978,48.4009,-0.5768,-9.6295,-76.5143
0.9565,-0.0938,1.2778,-63.4766,195.9229,56.5796,-0.9503,-8.6298,-76.2616
0.9487,-0.1484,1.2373,-62.5,186.2793,70.0684,-1.3019,-7.6685,-75.954
0.8833,-0.147,1.2017,-63.9648,179.0161,76.5991,-1.6644,-6.7511,-75.6189
0.7876,-0.1064,1.168,-60.3027,172.5464,77.0264,-2.0105,-5.8612,-75.2563
0.6821,-0.0571,1.1528,-53.0396,166.8091,70.2515,-2.3291,-5.0043,-74.9213
0.5996,-0.0288,1.1621,-48.0957,161.438,58.3496,-2.5983,-4.1693,-74.6411
0.5469,-0.0327,1.1768,-47.1802,155.3345,46.814,-2.851,-3.3673,-74.4324
0.5166,-0.0083,1.1714,-45.8374,149.292,34.729,-3.0927,-2.6038,-74.2731
0.5049,0.0522,1.1475,-40.0391,144.3481,19.3481,-3.3124,-1.8622,-74.1907
0.502,0.0889,1.125,-30.7007,140.3198,5.3711,-3.4882,-1.1536,-74.1797
0.498,0.0933,1.1147,-21.5454,135.6201,-4.3945,-3.609,-0.4669,-74.2401
0.4917,0.0947,1.1157,-15.9912,129.5166,-12.8174,-3.6969,0.1868,-74.328
0.4951,0.0923,1.1113,-13.0005,123.23,-20.0195,-3.7738,0.8075,-74.4598
0.5054,0.0688,1.0942,-9.7046,116.0278,-24.4751,-3.8342,1.3953,-74.6136
0.5181,0.0332,1.0635,-9.2163,107.666,-27.4048,-3.8837,1.9391,-74.7949
0.5337,-0.0098,1.022,-11.7798,98.938,-30.8228,-3.9386,2.4445,-74.9762
0.5464,-0.0464,0.9829,-14.3433,89.9658,-33.6304,-4.021,2.8949,-75.174
0.5503,-0.062,0.9463,-15.9912,81.3599,-35.1563,-4.1089,3.3069,-75.3772
0.5342,-0.0693,0.9146,-16.6626,74.0356,-37.2925,-4.2023,3.6804,-75.6024
0.5142,-0.082,0.8877,-17.6392,68.1152,-41.748,-4.3011,4.0155,-75.8276
0.5044,-0.1118,0.8589,-19.165,62.9272,-47.1191,-4.4165,4.3231,-76.0803
0.5078,-0.1377,0.8335,-19.9585,56.9458,-51.0254,-4.5374,4.5978,-76.3495
0.521,-0.1479,0.8218,-19.5313,49.9878,-52.3682,-4.6582,4.8395,-76.6461
0.5283,-0.1509,0.8228,-19.6533,42.2974,-50.6592,-4.7791,5.0482,-76.9263
0.52,-0.1475,0.8252,-20.9961,32.2876,-46.1426,-4.9109,5.2075,-77.1844
0.5093,-0.124,0.8149,-21.6064,24.353,-42.9077,-5.0372,5.3229,-77.4152
0.5034,-0.1025,0.8008,-20.752,17.1509,-39.4897,-5.1636,5.4053,-77.6459
0.5005,-0.0869,0.7871,-20.0195,9.6436,-35.3394,-5.2789,5.4547,-77.8326
0.4912,-0.0664,0.7793,-20.3247,2.5635,-31.8604,-5.3998,5.4602,-78.0084
0.4683,-0.04,0.7686,-20.3857,-3.7231,-30.2124,-5.5151,5.4382,-78.1622
0.436,-0.0278,0.7549,-19.8364,-9.5215,-29.7852,-5.6305,5.3888,-78.3215
0.4023,-0.0303,0.7378,-20.3857,-14.8926,-30.0903,-5.7458,5.3119,-78.4644
0.3633,-0.0332,0.7178,-20.813,-19.8364,-31.311,-5.8667,5.202,-78.6127
0.3262,-0.0293,0.6938,-20.4468,-24.4751,-33.9355,-5.9821,5.0757,-78.761
0.2988,-0.0273,0.6802,-19.043,-28.9917,-37.4756,-6.0919,4.9219,-78.9423
0.2764,-0.0288,0.6865,-17.4561,-33.02,-41.626,-6.1963,4.7406,-79.1235
0.2544,-0.0229,0.6968,-16.7847,-36.499,-46.6919,-6.3007,4.5374,-79.3323
0.2446,-0.0132,0.7012,-16.2964,-39.7339,-51.9409,-6.405,4.3176,-79.563
0.2661,-0.019,0.7041,-14.1602,-43.7622,-51.5137,-6.4929,4.0814,-79.8102
0.2935,-0.0337,0.7148,-10.0708,-50.9644,-39.1235,-6.5643,3.8177,-80.0079
0.2549,-0.0239,0.7397,-9.2163,-60.1196,-24.353,-6.6248,3.5156,-80.1288
0.1611,0.0278,0.7661,-14.4653,-67.1387,-24.1699,-6.6852,3.1805,-80.2057
0.0801,0.0703,0.7539,-19.5923,-71.2891,-33.9355,-6.7841,2.818,-80.3265
0.0273,0.0898,0.7007,-18.4937,-75.8667,-39.7339,-6.8829,2.428,-80.4749
0.0029,0.1377,0.6602,-13.7329,-81.2378,-40.0391,-6.9708,2.005,-80.6287
-0.0117,0.1948,0.6489,-12.2681,-84.9609,-41.8091,-7.0367,1.5656,-80.7825
-0.0059,0.2051,0.6377,-16.0522,-86.9751,-48.2788,-7.1136,1.1096,-80.9692
0.0435,0.1646,0.5928,-19.7754,-89.5386,-53.1616,-7.207,0.6427,-81.1725
0.1436,0.104,0.5176,-17.0898,-97.1069,-45.166,-7.3059,0.1373,-81.3647
0.1899,0.0889,0.4985,-10.498,-104.0039,-27.71,-7.3773,-0.3845,-81.4746
0.4985,-0.144,0.8862,55.9692,-78.3081,-17.8833,-7.251,-0.8459,-81.535
1.3936,-0.2754,1.0781,72.0825,-84.9609,81.1157,-6.8555,-1.214,-81.3593
2.2144,-1.1099,1.0063,-26.6724,-113.4033,322.998,-6.806,-1.593,-80.1837
2.3867,-1.4692,0.8857,-141.4795,-100.5249,278.3203,-7.3608,-1.9501,-78.4479
3.3979,-1.124,0.3989,-105.4077,0.6104,85.3271,-8.064,-2.0709,-77.7612
5.2661,-1.0322,0.0332,114.2578,-23.6816,389.9536,-8.0145,-1.8842,-76.5637
3.1611,-0.7485,1.208,207.8857,-125.9766,653.8086,-7.1466,-1.9556,-73.6249
0.0737,-0.043,2.7852,66.2231,-183.7158,613.1592,-6.6138,-2.384,-70.318
-2.5229,1.8994,2.8843,-78.6133,-161.6211,368.2251,-6.8555,-3.0048,-67.8571
-4.3477,2.4268,2.6401,-135.6812,-59.082,157.2876,-7.5311,-3.3508,-66.6541
-4.6113,0.9634,1.917,-91.0034,-60.0586,47.6074,-8.1409,-3.5431,-66.1871
-3.5239,-0.228,1.4292,-22.0947,-91.8579,-5.127,-8.3881,-3.9496,-66.0718
-2.1338,-0.1987,1.4536,25.1465,-90.271,-17.8223,-8.3441,-4.4055,-66.0938
-0.7778,0.2725,1.751,15.5029,-86.3647,-11.3525,-8.2178,-4.8615,-66.0992
0.5366,0.5801,2.0825,-46.5698,-78.9795,-15.1367,-8.3221,-5.2679,-66.1047
1.2959,0.481,2.0342,-95.3979,-92.7734,-27.4658,-8.7122,-5.7184,-66.1597
1.125,-0.0068,1.812,-92.4072,-91.4917,4.0283,-9.201,-6.1908,-66.1652
0.5146,-0.3545,1.5425,-60.3638,-66.4063,47.0581,-9.5911,-6.5479,-65.9399
-0.0981,-0.3564,1.4023,-21.6675,-39.0625,55.1758,-9.8218,-6.7511,-65.6268
-0.6865,-0.2427,1.6128,20.752,-24.1089,46.0205,-9.8328,-6.85,-65.3522
-1.1563,-0.0068,2.1704,40.0391,-31.5552,25.4517,-9.679,-6.9489,-65.1764
-1.2808,0.335,3.0195,23.7427,-76.4771,1.0986,-9.5251,-7.2125,-65.0775
-1.061,0.7554,3.2471,-13.4277,-117.4927,-12.8174,-9.5142,-7.7289,-65.0226
-0.5659,0.9663,2.8726,-72.6929,-134.2163,-36.1938,-9.7559,-8.3826,-65.05
0.165,0.7285,2.1563,-107.666,-150.8179,-45.2881,-10.2228,-9.1296,-65.1544
0.8359,0.3071,1.5186,-112.0605,-166.3818,-44.6167,-10.7666,-9.9591,-65.2313
1.0557,-0.2554,1.0977,-107.4829,-161.5601,-34.668,-11.3104,-10.816,-65.2643
0.7915,-0.8003,0.7065,-91.2476,-144.2261,1.5869,-11.8213,-11.5686,-65.1819
0.3877,-0.9038,0.3286,-65.3076,-129.3335,28.8696,-12.2498,-12.2058,-64.9457
0.1958,-0.5708,0.1108,-45.6543,-117.0044,8.0566,-12.5629,-12.7826,-64.715
0.3521,-0.3374,0.0898,-33.8745,-102.2949,-29.0527,-12.7661,-13.3319,-64.66
0.6479,-0.4761,0.207,-21.7285,-87.0972,-35.4004,-12.8815,-13.8263,-64.7369
0.8325,-0.7227,0.4155,-10.7422,-70.7397,-7.8735,-12.9529,-14.2218,-64.7644
0.8311,-0.7612,0.5947,-2.8076,-51.2695,23.7427,-13.0133,-14.4965,-64.6381
0.6572,-0.5991,0.6748,4.3335,-32.4707,34.0576,-13.0627,-14.6613,-64.4238
0.4546,-0.4058,0.6992,9.3994,-16.7847,18.8599,-13.0627,-14.7437,-64.2645
0.3643,-0.3496,0.7285,13.4277,-4.9438,-0.7324,-13.0133,-14.7766,-64.2371
0.3765,-0.3735,0.7686,19.104,1.0986,-3.2959,-12.9254,-14.7876,-64.2535
0.4038,-0.3667,0.8452,26.5503,1.9531,6.3477,-12.8101,-14.7821,-64.2426
0.4004,-0.3115,0.9697,31.0669,1.1597,18.3716,-12.6782,-14.7546,-64.1711
0.3467,-0.2246,1.0972,27.71,1.0376,23.3154,-12.5574,-14.7272,-64.0778
0.2876,-0.1504,1.1719,18.4937,0.1831,18.1885,-12.4695,-14.6997,-63.9734
0.2686,-0.1445,1.1841,9.9487,-2.1362,9.8267,-12.4255,-14.6942,-63.8965
0.2734,-0.1807,1.1367,7.8735,-5.4321,4.3335,-12.3926,-14.7107,-63.8635
0.2813,-0.2041,1.0762,10.9863,-8.9111,0.9766,-12.3486,-14.7437,-63.858
0.2954,-0.1865,1.04,15.686,-12.5732,-3.9063,-12.2772,-14.7986,-63.858
0.3154,-0.1655,1.0435,16.6626,-14.4043,-6.7749,-12.1948,-14.8755,-63.8635
0.3242,-0.1538,1.043,14.0381,-15.0757,-8.2397,-12.1124,-14.9579,-63.8855
0.3286,-0.1528,1.0269,10.1929,-14.5264,-9.2773,-12.041,-15.0403,-63.9349
0.335,-0.1602,0.9976,8.606,-12.7563,-9.2773,-11.9916,-15.1172,-63.9679
0.3359,-0.1699,0.9746,9.2773,-10.0708,-8.728,-11.9366,-15.1831,-63.9899
0.3398,-0.1699,0.9604,9.2163,-7.2021,-8.728,-11.8817,-15.2325,-64.0283
0.3486,-0.1714,0.9526,8.2397,-4.0283,-8.4229,-11.8268,-15.2655,-64.0833
0.3584,-0.1782,0.9487,8.0566,-0.8545,-6.4087,-11.7773,-15.2875,-64.1162
0.3569,-0.188,0.9517,8.3618,1.77,-3.9063,-11.7334,-15.293,-64.1382
0.3379,-0.1938,0.9614,7.9346,3.9673,-2.1973,-11.684,-15.2765,-64.1547
0.3066,-0.1953,0.9702,6.8359,5.9814,-2.2583,-11.64,-15.2545,-64.1821
0.2739,-0.1938,0.9692,5.9204,7.4463,-4.0283,-11.6016,-15.2216,-64.2096
0.2446,-0.1934,0.9629,5.6152,8.3008,-6.6528,-11.5686,-15.1941,-64.2371
0.2227,-0.1934,0.957,5.249,8.1787,-9.3384,-11.5247,-15.1611,-64.292
0.208,-0.2007,0.9556,5.0049,7.2632,-11.4136,-11.4807,-15.1337,-64.3689
0.1987,-0.2046,0.9609,4.3335,6.0425,-13.0615,-11.4423,-15.1117,-64.4403
0.1953,-0.2007,0.9634,3.1738,5.0049,-15.2588,-11.4038,-15.1062,-64.5117
0.1948,-0.1987,0.9604,1.77,3.9673,-18.0664,-11.3654,-15.1007,-64.5996
0.2002,-0.2041,0.9526,0.3662,2.9297,-20.6909,-11.3324,-15.1007,-64.7205
0.2114,-0.209,0.9395,-0.9155,1.5869,-22.583,-11.3049,-15.1117,-64.8303
0.2256,-0.209,0.9272,-1.6479,0.2441,-23.1934,-11.2885,-15.1337,-64.9457
0.2349,-0.2026,0.9185,-1.77,-0.9766,-22.583,-11.261,-15.1611,-65.061
0.2339,-0.1899,0.9204,-1.6479,-2.4414,-21.1792,-11.239,-15.1886,-65.1819
0.2256,-0.1738,0.9307,-1.8311,-3.1738,-19.9585,-11.2225,-15.2271,-65.2863
0.2183,-0.1582,0.9409,-2.6245,-3.7842,-18.7988,-11.2115,-15.2655,-65.3741
0.2124,-0.1538,0.9497,-3.1738,-4.3335,-17.8223,-11.2006,-15.304,-65.462
0.2085,-0.1636,0.957,-3.6621,-5.0659,-16.7847,-11.1951,-15.3424,-65.5609
0.2017,-0.1831,0.9629,-4.5166,-6.2256,-15.2588,-11.1951,-15.3864,-65.6378
0.1909,-0.2021,0.9644,-4.8218,-8.1177,-14.3433,-11.2061,-15.4413,-65.6982
0.1797,-0.2212,0.9678,-4.6387,-10.8032,-14.5264,-11.2115,-15.5017,-65.7587
0.1699,-0.2314,0.9766,-4.7607,-13.7939,-14.4653,-11.217,-15.5786,-65.8356
0.1597,-0.2334,0.9858,-5.6763,-17.1509,-14.8315,-11.228,-15.6665,-65.896
0.1538,-0.23,0.9927,-7.019,-20.9351,-15.8691,-11.2445,-15.7819,-65.9454
0.1514,-0.2251,0.9946,-8.4229,-24.5972,-17.0288,-11.2665,-15.9137,-66.0114
0.146,-0.2207,0.9917,-9.8267,-27.9541,-17.8223,-11.2939,-16.062,-66.0883
0.1401,-0.2158,0.9839,-11.3525,-30.8838,-18.9209,-11.3324,-16.2213,-66.1487
0.1387,-0.2095,0.9697,-13.0615,-33.5693,-21.1792,-11.3763,-16.4081,-66.2146
0.1445,-0.208,0.957,-13.855,-35.9497,-22.4609,-11.4203,-16.6003,-66.2915
0.1509,-0.207,0.9487,-14.2822,-38.208,-22.8882,-11.4697,-16.8036,-66.3849
0.1577,-0.1968,0.9482,-14.7095,-40.2832,-23.1934,-11.5192,-17.0233,-66.4618
0.168,-0.1777,0.9556,-15.1367,-42.3584,-23.7427,-11.5741,-17.254,-66.5332
0.1792,-0.1611,0.9639,-16.1743,-44.3726,-24.6582,-11.629,-17.4902,-66.6156
0.1909,-0.1528,0.9668,-17.6392,-46.2646,-25.7568,-11.684,-17.7374,-66.709
0.2051,-0.1484,0.9609,-19.5923,-48.0957,-27.0386,-11.7499,-17.9956,-66.7969
0.229,-0.1484,0.9487,-20.9351,-50.354,-27.9541,-11.8323,-18.2703,-66.8793
0.2563,-0.1519,0.9434,-20.752,-52.8564,-28.0762,-11.9037,-18.5504,-66.9672
0.2695,-0.1577,0.9473,-20.2026,-55.0537,-26.6113,-11.9806,-18.847,-67.066
0.2627,-0.1558,0.9468,-21.4844,-56.4575,-26.4893,-12.0575,-19.1437,-67.1429
0.2583,-0.1558,0.9429,-22.8271,-57.7393,-27.8931,-12.1454,-19.4568,-67.2144
0.2637,-0.1714,0.936,-23.2544,-59.8145,-29.2358,-12.2333,-19.7754,-67.2968
0.2661,-0.2026,0.9355,-23.1934,-62.1948,-28.1372,-12.3212,-20.105,-67.3901
0.2593,-0.2178,0.9399,-23.7427,-64.1479,-25.0854,-12.4146,-20.4456,-67.4561
0.2573,-0.2085,0.9404,-25.1465,-65.6128,-25.4517,-12.5189,-20.7916,-67.5055
0.2793,-0.2075,0.9355,-26.3062,-67.5049,-28.8086,-12.6288,-21.1487,-67.5714
0.3218,-0.2397,0.9424,-25.9399,-69.8242,-29.8462,-12.7277,-21.5112,-67.6593
0.3369,-0.2778,0.9512,-24.231,-72.1436,-25.2075,-12.832,-21.8903,-67.7197
0.292,-0.2695,0.9551,-23.3154,-73.1201,-20.5688,-12.9419,-22.2748,-67.7417
0.228,-0.2139,0.936,-25.2686,-73.5474,-22.522,-13.0518,-22.6538,-67.7637
0.2266,-0.1699,0.9194,-26.123,-74.2798,-30.8228,-13.1561,-23.0438,-67.8351
0.2959,-0.1768,0.9111,-25.5127,-77.0264,-36.3159,-13.2495,-23.4558,-67.923
0.3745,-0.2114,0.9155,-23.3765,-79.4678,-33.6914,-13.3429,-23.8788,-68.0054
0.4072,-0.2114,0.9033,-23.0103,-81.3599,-27.4048,-13.4308,-24.3073,-68.0658
0.4082,-0.1797,0.8711,-23.0713,-82.5806,-24.7192,-13.5297,-24.7357,-68.1097
0.4146,-0.1733,0.8389,-22.2778,-83.9844,-25.7568,-13.634,-25.1697,-68.1372
0.4326,-0.2104,0.814,-21.9727,-86.1816,-25.5127,-13.7329,-25.6201,-68.1592
0.4458,-0.2729,0.8091,-21.0571,-86.9141,-22.3389,-13.8373,-26.0651,-68.1702
0.4443,-0.3101,0.7969,-19.8975,-87.0972,-20.1416,-13.9362,-26.5155,-68.1812
0.438,-0.3271,0.8057,-18.9819,-86.4868,-22.1558,-14.035,-26.9604,-68.1812
0.4282,-0.3311,0.8101,-20.3247,-88.9282,-25.5127,-14.1284,-27.4219,-68.1866
0.4038,-0.3472,0.8687,-15.0146,-88.562,-26.5503,-14.2053,-27.8833,-68.2086
0.3335,-0.3037,0.8779,-12.4512,-88.4399,-29.6021,-14.2548,-28.3447,-68.2526
0.2544,-0.2192,0.8491,-16.2964,-87.1582,-39.1235,-14.2932,-28.8116,-68.324
0.229,-0.1626,0.7607,-22.7051,-88.562,-53.894,-14.3317,-29.3005,-68.4558
0.3252,-0.1826,0.7148,-22.2168,-91.6748,-63.7207,-14.3372,-29.8114,-68.6646
0.4648,-0.2231,0.7031,-25.7568,-98.0225,-64.6362,-14.3372,-30.3497,-68.9063
0.4927,0.064,0.9268,-58.1055,-93.5669,-91.0645,-14.4086,-30.9155,-69.2194
0.481,-0.1279,0.874,-62.0117,-91.0645,-98.877,-14.5074,-31.4868,-69.6368
0.5527,-0.332,0.7793,-49.1943,-95.5811,-78.064,-14.5844,-32.0471,-69.9994
0.5586,-0.3262,0.835,-41.1987,-101.3794,-53.4668,-14.6942,-32.6074,-70.2246
0.5337,-0.2764,0.8877,-37.5977,-109.7412,-38.4521,-14.837,-33.1732,-70.3125
0.499,-0.2422,1.0029,-38.3911,-110.8398,-36.6821,-15.0073,-33.761,-70.3455
0.4756,-0.2676,0.9849,-33.2642,-115.5396,-40.2222,-15.1556,-34.3597,-70.3949
0.5181,-0.3154,1.0732,-28.2593,-120.4834,-37.2314,-15.282,-34.9805,-70.4498
0.5332,-0.3491,1.2212,-23.6206,-125.1831,-29.1748,-15.4138,-35.6177,-70.4443
0.4604,-0.3198,1.3462,-19.3481,-127.4414,-25.2686,-15.5511,-36.2659,-70.3839
0.3389,-0.2378,1.3677,-23.0103,-131.3477,-30.1514,-15.683,-36.925,-70.3345
0.3047,-0.2021,1.3242,-27.771,-138.0615,-36.438,-15.8313,-37.6227,-70.3235
0.3818,-0.2275,1.3184,-25.8789,-146.1792,-34.9121,-15.9796,-38.3588,-70.3015
0.4829,-0.2192,1.395,-22.8882,-155.7617,-28.4424,-16.1499,-39.1333,-70.2081
0.4478,-0.0884,1.5596,-27.2827,-161.6821,-33.0811,-16.3367,-39.9408,-70.1093
0.3867,-0.041,1.626,-33.9355,-170.5322,-36.8042,-16.5564,-40.7922,-70.0378
0.312,-0.0205,1.7188,-36.0718,-179.0161,-37.5366,-16.7926,-41.6876,-69.9445
0.2549,-0.0161,1.7715,-34.5459,-191.2842,-33.8745,-17.0618,-42.6324,-69.8016
0.1797,0.0464,1.8999,-39.0625,-206.7871,-34.1797,-17.3749,-43.6377,-69.6094
0.1279,0.1021,1.9253,-39.978,-216.4917,-39.4287,-17.7155,-44.7089,-69.4281
0.1318,0.0684,1.8345,-33.3862,-226.5015,-38.5132,-18.0505,-45.824,-69.2139
0.1772,0.0088,1.7329,-27.2217,-235.2905,-30.1514,-18.4076,-46.9775,-68.9063
0.2275,-0.002,1.6392,-25.3296,-239.502,-21.7896,-18.8251,-48.1476,-68.5217
0.3096,-0.0459,1.4927,-19.7144,-237.0605,-12.7563,-19.2865,-49.3011,-68.0603
0.3652,-0.0762,1.3296,-19.9585,-233.8867,-6.3477,-19.7974,-50.4218,-67.5165
0.3906,-0.1323,1.1772,-25.3296,-230.5298,-0.9766,-20.3906,-51.5149,-66.8958
0.416,-0.1919,1.0366,-24.8413,-220.9473,-0.9766,-21.0223,-52.5696,-66.2585
0.4561,-0.1821,0.9321,-29.9683,-208.374,-8.606,-21.6431,-53.5748,-65.6598
0.5107,-0.2212,0.8311,-36.0718,-194.397,-21.7285,-22.2198,-54.5306,-65.1544
0.5664,-0.3677,0.6958,-40.9546,-183.3496,-36.1938,-22.7197,-55.4535,-64.7754
0.6748,-0.562,0.5186,-44.3115,-180.0537,-35.7056,-23.2031,-56.3544,-64.4513
0.8042,-0.6807,0.375,-39.6729,-176.3916,-20.2637,-23.7579,-57.2278,-64.0503
0.9087,-0.6455,0.269,-27.3438,-171.5698,-2.3193,-24.4226,-58.0353,-63.4625
0.8965,-0.5728,0.1689,-4.6387,-163.5132,0.3662,-25.0598,-58.7878,-62.7869
0.793,-0.4385,0.1504,20.752,-149.1699,1.77,-25.5652,-59.491,-62.1332
0.6489,-0.2734,0.1372,44.9219,-131.5918,1.77,-25.9222,-60.1062,-61.5234
0.6553,-0.2886,0.1001,55.542,-114.7461,-6.1646,-26.098,-60.661,-61.0181
0.9058,-0.4604,0.0918,48.2788,-99.4263,9.7046,-26.2573,-61.1279,-60.5292
1.0425,-0.4365,0.0117,35.4614,-86.3037,46.2646,-26.6858,-61.4685,-59.8096
0.9155,-0.2148,-0.103,32.7759,-73.4863,68.4204,-27.356,-61.6772,-58.8757
0.6563,-0.0884,-0.1836,40.3442,-59.021,71.5332,-28.0371,-61.7981,-57.887
0.2881,-0.0928,-0.2153,47.2412,-42.2974,64.209,-28.5919,-61.853,-57.0026
0.0381,-0.0791,-0.2241,49.3164,-23.9258,53.3447,-28.96,-61.853,-56.2994
-0.1279,-0.0244,-0.2705,53.2227,-3.1128,39.856,-29.1248,-61.7926,-55.838
-0.2739,0.0293,-0.3389,62.2559,17.6392,25.5127,-29.0424,-61.6772,-55.5963
-0.4624,0.0562,-0.4077,71.8994,36.1938,13.3667,-28.7183,-61.5015,-55.5743
-0.7349,0.0957,-0.4355,80.6885,52.3071,-4.7607,-28.1525,-61.2927,-55.7721
-0.9697,0.1475,-0.4004,85.6934,69.8853,-30.7617,-27.3065,-61.062,-56.272
-1.0459,0.0581,-0.3506,83.8623,92.041,-63.6597,-26.142,-60.8038,-57.1179
-0.8628,-0.2114,-0.3423,79.834,113.2813,-98.7549,-24.6533,-60.5072,-58.3649
-0.3774,-0.3789,-0.3271,86.4258,129.3335,-121.6431,-22.8845,-60.1721,-59.9194
0.1328,-0.269,-0.2778,107.666,139.5264,-126.1597,-20.9454,-59.7711,-61.6113
0.3442,-0.0566,-0.1885,135.8643,143.5547,-120.7275,-18.9185,-59.3152,-63.2318
0.1934,0.0786,0.001,154.7852,151.6724,-112.1826,-16.8805,-58.7878,-64.7479
-0.1123,0.1377,0.2383,149.1699,165.7715,-106.4453,-14.9084,-58.1671,-66.1652
-0.3408,0.1621,0.4038,127.0752,183.4106,-108.7646,-13.0573,-57.4365,-67.5549
-0.3882,0.1548,0.4492,107.3608,198.6084,-116.8823,-11.3159,-56.618,-68.9502
-0.2725,0.1079,0.436,98.7549,209.3506,-124.0234,-9.6405,-55.7117,-70.3619
-0.0679,0.0464,0.4282,97.5952,217.1631,-124.8779,-8.02,-54.7504,-71.7352
0.1304,-0.0195,0.4458,98.2056,221.4966,-116.7603,-6.5039,-53.7341,-73.0151
0.2773,-0.0591,0.4932,95.8252,224.6094,-103.3936,-5.1416,-52.6794,-74.1083
0.3584,-0.0674,0.5479,91.1865,228.0273,-91.3086,-3.9496,-51.5808,-75.0421
0.3906,-0.0698,0.5967,85.8765,231.8115,-81.2378,-2.8949,-50.4547,-75.8276
0.3911,-0.0742,0.6348,80.8105,235.3516,-71.8994,-1.972,-49.3011,-76.5088
0.3765,-0.0679,0.6685,75.8057,238.2202,-63.5986,-1.1646,-48.1256,-77.0636
0.3472,-0.0459,0.7119,70.1904,240.6616,-56.3354,-0.4614,-46.9281,-77.536
0.3257,-0.0244,0.7578,65.5518,242.1875,-52.4902,0.1593,-45.7196,-77.9315
0.3267,-0.0127,0.8101,59.5093,243.2861,-47.7905,0.7141,-44.5001,-78.2886
0.3516,-0.0142,0.8662,51.3916,243.7134,-40.1611,1.1755,-43.2806,-78.5632
0.4014,-0.021,0.9141,42.4805,244.4458,-30.8228,1.5381,-42.0502,-78.7665
0.4551,-0.0366,0.9497,34.4849,243.4082,-20.5688,1.8073,-40.8252,-78.8873
0.502,-0.0293,0.9814,27.3438,241.6992,-10.8643,1.983,-39.6112,-78.9423
0.5376,-0.0259,1.0239,19.5923,240.7227,-2.8076,2.0929,-38.4082,-78.9258
0.5483,-0.0596,1.0522,11.5967,238.8916,3.1738,2.1259,-37.2052,-78.8763
0.5449,-0.0752,1.062,5.4932,235.7178,8.4839,2.1094,-36.0187,-78.783
0.5176,-0.0708,1.0659,2.9907,231.0181,9.8877,2.0599,-34.8541,-78.6841
0.5063,-0.0518,1.0815,3.1738,227.6611,6.4087,2.0215,-33.7115,-78.5852
0.5166,-0.0366,1.0962,3.3569,226.0742,-0.9155,2.005,-32.5745,-78.5358
0.5547,-0.0586,1.106,0.6714,223.5718,-3.54,1.9995,-31.4539,-78.5083
0.6104,-0.1045,1.1216,-4.3335,220.7642,3.7231,1.9666,-30.3387,-78.4808
0.6509,-0.1318,1.1382,-9.8267,217.3462,15.1978,1.8787,-29.2511,-78.3765
0.6797,-0.1147,1.1582,-16.8457,214.2334,26.2451,1.7303,-28.1689,-78.2227
0.6968,-0.0552,1.1401,-16.7236,212.4634,29.1138,1.5491,-27.1088,-78.0249
0.7563,-0.0518,1.1704,-12.207,213.501,28.0762,1.3953,-26.0486,-77.8491
0.8037,-0.1143,1.209,-12.5732,214.2334,31.9824,1.2579,-24.9774,-77.6569
0.8115,-0.1782,1.2227,-15.9912,213.623,40.4663,1.0876,-23.9063,-77.4371
0.7896,-0.1924,1.1992,-19.165,212.5854,47.9736,0.8899,-22.8461,-77.1735
